word,similarity,expression
기대,0.941539168,좋다
별로,0.936538517,좋다
개인적,0.930226386,좋다
엄청,0.922317564,좋다
생각,0.913995743,좋다
잘나,0.911386013,좋다
ㅎㅎ,0.909047961,좋다
비슷,0.908100128,좋다
제일,0.905907154,좋다
솔직,0.904520512,좋다
마음,0.904092848,좋다
만족,0.903810382,좋다
나쁘다,0.902176261,좋다
끌리다,0.90004164,좋다
아쉽다,0.8964203,좋다
사실,0.896066546,좋다
차이,0.895186543,좋다
방수,0.893103063,좋다
나르,0.892350137,좋다
이쁘다,0.889089346,좋다
나올,0.888509631,좋다
셀카,0.88787365,좋다
싫다,0.887555122,좋다
괜찮다,0.887500763,좋다
확실,0.882368803,좋다
스펙,0.882113814,좋다
중요시,0.882033706,좋다
최고,0.880758882,좋다
망하다,0.878400564,좋다
저조,0.877238512,좋다
하시,0.98650527,힘들다
다들,0.983828425,힘들다
저도,0.983297408,힘들다
일주일,0.979951203,힘들다
구하,0.97963196,힘들다
가야,0.979482174,힘들다
평균인,0.978847504,힘들다
무릎,0.976879478,힘들다
얼른,0.976869702,힘들다
날씨,0.976675391,힘들다
지르,0.97640717,힘들다
타실,0.976148844,힘들다
눈팅,0.976113617,힘들다
티탄,0.975947201,힘들다
있을까,0.975732505,힘들다
기다리다,0.975516915,힘들다
참고,0.974651814,힘들다
지인,0.974593163,힘들다
만한,0.974498749,힘들다
타려,0.974438548,힘들다
저녁,0.97425735,힘들다
샀다,0.97415185,힘들다
하,0.973975182,힘들다
늦다,0.973944008,힘들다
사러가,0.973677933,힘들다
고싶,0.973412514,힘들다
사기,0.973307848,힘들다
어떤걸,0.97327733,힘들다
오랜만,0.973246872,힘들다
이득,0.973115027,힘들다
어두,0.984391391,어둡다
ips,0.977998078,어둡다
크기,0.977518797,어둡다
느끼,0.973157227,어둡다
디스플레이,0.972826242,어둡다
터치,0.970513105,어둡다
지문,0.969568372,어둡다
qhd,0.967637539,어둡다
색감,0.96663928,어둡다
매우,0.965211749,어둡다
수준,0.964971364,어둡다
베젤,0.964797139,어둡다
해상도,0.964160919,어둡다
단점,0.964063525,어둡다
실제,0.960042596,어둡다
불편,0.95971489,어둡다
웨이즈,0.959578633,어둡다
속도,0.958633304,어둡다
전체적,0.956589818,어둡다
선명,0.956588626,어둡다
노크,0.956335902,어둡다
인식률,0.954685807,어둡다
편하다,0.954680324,어둡다
밝기,0.954621375,어둡다
하얗,0.954211593,어둡다
자동,0.95324719,어둡다
가볍다,0.953005433,어둡다
발열,0.951833248,어둡다
이건,0.951570451,어둡다
번인,0.951348901,어둡다
그만큼,0.998335302,잘되다
유난,0.99687016,잘되다
나타나,0.996690691,잘되다
구분,0.996557117,잘되다
위아래,0.996547341,잘되다
키보드,0.996510506,잘되다
인치,0.996504426,잘되다
이부,0.996369421,잘되다
소재,0.996343851,잘되다
편한,0.996250033,잘되다
모습,0.996222019,잘되다
시계,0.996155739,잘되다
점이,0.996147037,잘되다
촉감,0.996129692,잘되다
잡기,0.996037662,잘되다
시선,0.995977044,잘되다
불편함,0.995916605,잘되다
사용성,0.995807409,잘되다
휴대,0.99580729,잘되다
깨끗,0.995722651,잘되다
익숙,0.995686054,잘되다
요소,0.995639861,잘되다
명불허전,0.995522499,잘되다
수명,0.995431423,잘되다
변하,0.995383024,잘되다
수도,0.995363355,잘되다
자연,0.995300293,잘되다
강점,0.995242834,잘되다
싸구려,0.995228052,잘되다
노이즈,0.995161176,잘되다
나르,0.991597772,나쁘다
마음,0.985550702,나쁘다
제일,0.985096097,나쁘다
땡기,0.982856035,나쁘다
지,0.982654333,나쁘다
기분,0.982429266,나쁘다
ㅎ,0.982329309,나쁘다
똑같,0.981952369,나쁘다
대박,0.980810821,나쁘다
,0.980553031,나쁘다
나와,0.980505586,나쁘다
신기,0.979363799,나쁘다
한데,0.978467584,나쁘다
ㅎㅎ,0.978103578,나쁘다
느낀점,0.977625072,나쁘다
예쁘다,0.977577806,나쁘다
나올,0.976940751,나쁘다
라리,0.976227105,나쁘다
안나,0.976174712,나쁘다
후속,0.976117194,나쁘다
무난하다,0.976010382,나쁘다
그나,0.975739002,나쁘다
많은,0.975701094,나쁘다
첫인상,0.975696862,나쁘다
잘모르,0.975403011,나쁘다
같다,0.974810898,나쁘다
권하,0.974498272,나쁘다
어떠,0.974457502,나쁘다
박아,0.973978996,나쁘다
떨어지,0.973653316,나쁘다
미세,0.995837688,거슬리다
테두리,0.995488882,거슬리다
한쪽,0.994476199,거슬리다
신경,0.992718101,거슬리다
오른쪽,0.992042422,거슬리다
생기,0.991226554,거슬리다
기스,0.991078258,거슬리다
도색,0.990708113,거슬리다
상단,0.990451813,거슬리다
뒷판,0.990306735,거슬리다
하단부,0.989960313,거슬리다
신경쓰다,0.989688933,거슬리다
심한,0.989492297,거슬리다
왼쪽,0.987815738,거슬리다
마감,0.98724848,거슬리다
긁히,0.985695124,거슬리다
덜렁거,0.985622525,거슬리다
연결부위,0.985348105,거슬리다
양호,0.985071063,거슬리다
현상,0.984189868,거슬리다
생길,0.983491719,거슬리다
스크래치,0.983324945,거슬리다
크롬,0.98319608,거슬리다
좌우,0.983182192,거슬리다
안보,0.983032525,거슬리다
외관,0.982985735,거슬리다
뽑기,0.98256737,거슬리다
구림,0.982405782,거슬리다
약간,0.982309103,거슬리다
결합부,0.982114851,거슬리다
생각나,0.998032331,즐겁다
딸리,0.997903347,즐겁다
아이,0.997730255,즐겁다
마시,0.997546315,즐겁다
소문,0.997463405,즐겁다
무리,0.997252941,즐겁다
덕분,0.997146189,즐겁다
멀리,0.997143745,즐겁다
정작,0.997120738,즐겁다
도대,0.997115374,즐겁다
확률,0.997000575,즐겁다
이러다,0.996978104,즐겁다
무섭,0.996965766,즐겁다
개병,0.996964097,즐겁다
살아있,0.996947825,즐겁다
녀석,0.996916413,즐겁다
지파이,0.996905506,즐겁다
일반인,0.996872723,즐겁다
이대,0.996854901,즐겁다
무시,0.99685365,즐겁다
ㅇㅇ,0.996821165,즐겁다
이,0.99673301,즐겁다
주네,0.996715665,즐겁다
조금씩,0.996707559,즐겁다
마무리,0.996701539,즐겁다
기왕,0.996672392,즐겁다
새끼,0.996640027,즐겁다
거치,0.996635258,즐겁다
지랄,0.996619344,즐겁다
반해,0.996602058,즐겁다
쓰지,0.997334361,안타깝다
그렇다,0.997293472,안타깝다
만족도,0.997127652,안타깝다
버리,0.996937871,안타깝다
여태,0.996710539,안타깝다
제법,0.996615589,안타깝다
튼튼,0.996557295,안타깝다
본적,0.996553898,안타깝다
비록,0.996520638,안타깝다
특색,0.996415317,안타깝다
보자,0.996373057,안타깝다
g4때,0.996163845,안타깝다
같긴,0.996104777,안타깝다
컨셉,0.996064901,안타깝다
명기,0.996028662,안타깝다
지4,0.995946765,안타깝다
반응,0.995924711,안타깝다
ㅈㄴ,0.995815217,안타깝다
갈리,0.995815039,안타깝다
ip68,0.995781064,안타깝다
이질감,0.995771289,안타깝다
진리,0.995701194,안타깝다
왠만하,0.995695591,안타깝다
인상,0.995686889,안타깝다
그동안,0.99568665,안타깝다
까이,0.99562788,안타깝다
하지,0.995558202,안타깝다
헬쥐,0.995556474,안타깝다
후장,0.995543242,안타깝다
정신,0.995483696,안타깝다
ㅇ,0.996454239,부럽다
입은,0.996427655,부럽다
간지,0.995866358,부럽다
신의,0.995829165,부럽다
콜로세움,0.995559216,부럽다
비슷하다,0.995439172,부럽다
사세,0.995237887,부럽다
g5카메,0.995202005,부럽다
헤,0.995177805,부럽다
아이폰7,0.995133996,부럽다
투투,0.99501574,부럽다
행복,0.994987249,부럽다
나오진,0.99496305,부럽다
보자,0.994907379,부럽다
뭐하,0.994879246,부럽다
역대급,0.994857073,부럽다
세개,0.994802356,부럽다
노무,0.994728208,부럽다
최신형,0.994582951,부럽다
별차이,0.994539976,부럽다
컨셉,0.994506836,부럽다
진리,0.994133472,부럽다
만,0.994027019,부럽다
과감,0.994019628,부럽다
아이언1,0.993971646,부럽다
미러리스,0.993910134,부럽다
방수기능,0.993885577,부럽다
신세계,0.993801117,부럽다
기울,0.993793607,부럽다
자신감,0.993764758,부럽다
상태,0.945420802,안되다
어플,0.942500591,안되다
설정,0.927319705,안되다
와이파이,0.917492568,안되다
케이블,0.906212687,안되다
이상,0.905145049,안되다
컴퓨터,0.903842449,안되다
카톡,0.903247714,안되다
메인보드,0.90073365,안되다
부팅,0.898918569,안되다
통화,0.896470487,안되다
이용,0.896005392,안되다
pc,0.895977139,안되다
확인,0.895630538,안되다
발생,0.894221306,안되다
설치,0.893288255,안되다
인터넷,0.89073652,안되다
증상,0.890396655,안되다
국어,0.88923502,안되다
안하,0.889108539,안되다
젠더,0.888902903,안되다
시간,0.888492644,안되다
있다,0.887964368,안되다
g5전원,0.884274125,안되다
정상적,0.882746696,안되다
해결,0.881897211,안되다
데이트,0.881504536,안되다
서비스,0.880174756,안되다
네비,0.879758,안되다
크래,0.878514051,안되다
속도,0.982495308,빠르다
지문,0.975338101,빠르다
디스플레이,0.961151183,빠르다
크기,0.959039032,빠르다
인식률,0.954649329,빠르다
해상도,0.952322006,빠르다
동영상,0.950035155,빠르다
촬영,0.948939681,빠르다
어둡다,0.948681831,빠르다
편하다,0.946365356,빠르다
ips,0.944211364,빠르다
단점,0.943721175,빠르다
느끼,0.942768633,빠르다
노크,0.942314386,빠르다
화소,0.940933645,빠르다
후면,0.939792871,빠르다
어두,0.937578917,빠르다
장점,0.937322974,빠르다
색감,0.936888933,빠르다
게임,0.936718225,빠르다
왜곡,0.935806513,빠르다
가볍다,0.934918344,빠르다
모드,0.933414519,빠르다
화질,0.932641983,빠르다
렌즈,0.930807352,빠르다
비해,0.930231333,빠르다
듀얼,0.930082083,빠르다
느낌,0.929861367,빠르다
qhd,0.929351568,빠르다
기능,0.928100169,빠르다
실내,0.99638325,부드럽다
초점,0.996124387,부드럽다
느껴지,0.996112227,부드럽다
두께,0.996078312,부드럽다
대면,0.995207131,부드럽다
선명,0.995117247,부드럽다
노크,0.994928598,부드럽다
lcd,0.994927704,부드럽다
커서,0.993793011,부드럽다
무게,0.993420839,부드럽다
웨이즈,0.993358493,부드럽다
수채화,0.992568016,부드럽다
호불호,0.992285907,부드럽다
두운,0.992214978,부드럽다
쨍하,0.992007077,부드럽다
와이드,0.991877794,부드럽다
시원시원하,0.991696358,부드럽다
최적화,0.991536677,부드럽다
발전,0.991471052,부드럽다
등등,0.991420627,부드럽다
빠릿빠릿,0.991366804,부드럽다
보정,0.991335511,부드럽다
반응속도,0.991269469,부드럽다
보기,0.991265774,부드럽다
한손,0.991008759,부드럽다
향상,0.991005898,부드럽다
강점,0.990626097,부드럽다
fhd,0.990377724,부드럽다
작고,0.990332246,부드럽다
편리,0.990284622,부드럽다
ㅎㅎ,0.94772768,괜찮다
생각,0.944589138,괜찮다
이정,0.939462781,괜찮다
마음,0.933060884,괜찮다
어떤,0.922301352,괜찮다
ㅎ,0.921081841,괜찮다
끌리다,0.919792175,괜찮다
제일,0.917551219,괜찮다
고민,0.91669476,괜찮다
보고,0.91188699,괜찮다
,0.905706644,괜찮다
나쁘다,0.904217064,괜찮다
근데,0.904202342,괜찮다
나올,0.903579235,괜찮다
다들,0.903138876,괜찮다
별로,0.902790546,괜찮다
노트5중,0.900476217,괜찮다
나르,0.899168491,괜찮다
지5,0.898608208,괜찮다
어느정도,0.898173094,괜찮다
궁금,0.893380046,괜찮다
요,0.892667651,괜찮다
너무크,0.892400861,괜찮다
실물,0.892127633,괜찮다
사야,0.89112246,괜찮다
그나,0.887698889,괜찮다
좋다,0.887500703,괜찮다
적당,0.886862755,괜찮다
사고,0.885967672,괜찮다
지프로2,0.882241726,괜찮다
살짝,0.992161632,심하다
생기,0.98606658,심하다
찍히,0.984105289,심하다
마감,0.983799338,심하다
왼쪽,0.981691539,심하다
보이,0.978922129,심하다
거슬리다,0.977664113,심하다
걱정,0.977148712,심하다
도장,0.97576642,심하다
아주,0.973613262,심하다
오른쪽,0.971539021,심하다
미세,0.970105231,심하다
뒷면,0.967888355,심하다
한쪽,0.967657804,심하다
테두리,0.967181087,심하다
신경,0.966364145,심하다
안보,0.964831352,심하다
현상,0.963744044,심하다
하단,0.96259129,심하다
빛샘,0.962138474,심하다
구림,0.961035073,심하다
이건,0.958721042,심하다
베젤,0.957027555,심하다
신경쓰다,0.956385672,심하다
플라스틱,0.955853581,심하다
뒷판,0.955566704,심하다
크랙,0.954775035,심하다
심한,0.954099715,심하다
뽑기,0.953593254,심하다
상단,0.953332484,심하다
없는거,0.9976089,잘하다
저만,0.996731937,잘하다
지겹,0.996372283,잘하다
주변,0.996148884,잘하다
핑크색,0.996124268,잘하다
그런거,0.995976508,잘하다
소문,0.995958447,잘하다
제법,0.99594295,잘하다
무디,0.995367765,잘하다
특이,0.995255172,잘하다
짜증,0.995203078,잘하다
거치,0.995160639,잘하다
제것,0.995134175,잘하다
뭔지,0.9951334,잘하다
도대,0.994988859,잘하다
지4,0.994957447,잘하다
들게,0.994803727,잘하다
용서,0.994782329,잘하다
은근,0.994687617,잘하다
대체,0.994618416,잘하다
충격,0.994566083,잘하다
쓸,0.994519234,잘하다
억지,0.994482636,잘하다
생각나,0.994358003,잘하다
마눌,0.994336665,잘하다
기능상,0.994331777,잘하다
이모,0.994184971,잘하다
마찬가지,0.994155169,잘하다
확률,0.994139791,잘하다
인상,0.994127214,잘하다
느끼,0.989152908,편하다
매우,0.987653852,편하다
가볍다,0.98470515,편하다
수준,0.984503269,편하다
크기,0.984381139,편하다
장점,0.981291056,편하다
전체적,0.98096776,편하다
뭔가,0.979667187,편하다
단점,0.978550792,편하다
개선,0.977491021,편하다
최적화,0.97469461,편하다
불편,0.974419773,편하다
인식률,0.973028958,편하다
아쉽다,0.972738266,편하다
터치감,0.971886992,편하다
노크,0.971201837,편하다
불만,0.971162498,편하다
ips,0.968878984,편하다
그립감,0.96865958,편하다
쩔구,0.968549728,편하다
교체형,0.968160748,편하다
색감,0.967930853,편하다
선명,0.967520714,편하다
향상,0.967305958,편하다
상당,0.966964185,편하다
적응,0.966641009,편하다
효율성,0.966300428,편하다
어두,0.966197848,편하다
충분,0.966092527,편하다
탈착식,0.965687156,편하다
부품,0.990167856,귀찮다
수리,0.989785433,귀찮다
무상,0.987736523,귀찮다
젤리,0.986365795,귀찮다
그러,0.98625505,귀찮다
다니,0.986236334,귀찮다
붙이,0.984979987,귀찮다
캠플,0.983990014,귀찮다
복불복,0.983939826,귀찮다
고정이,0.982988596,귀찮다
끼울,0.982738733,귀찮다
제거,0.982421875,귀찮다
뒤판,0.982311964,귀찮다
예민,0.981785059,귀찮다
하면,0.981636584,귀찮다
여러번,0.981054544,귀찮다
뒷주머니,0.980966389,귀찮다
해보,0.980693698,귀찮다
g5용,0.980590463,귀찮다
있다,0.980360687,귀찮다
아끼,0.980247915,귀찮다
보조배터리,0.979964793,귀찮다
하드,0.979685366,귀찮다
정상,0.97957319,귀찮다
결합,0.979546309,귀찮다
플립,0.979485989,귀찮다
슈피겐,0.979073942,귀찮다
안들,0.979036391,귀찮다
보호,0.979032457,귀찮다
명함,0.978817344,귀찮다
탐나,0.997226238,무겁다
쓸모,0.997158289,무겁다
ㅆㅅㅌㅊ,0.996916533,무겁다
신선,0.996534526,무겁다
못느끼,0.996504664,무겁다
아쉬움,0.996458173,무겁다
가죽,0.996379733,무겁다
사진기,0.996357262,무겁다
사이즈,0.996285021,무겁다
신박,0.996123731,무겁다
밧데리,0.996039391,무겁다
나아,0.996001661,무겁다
매력,0.995967448,무겁다
글쎄,0.99576509,무겁다
휴대성,0.995724618,무겁다
주머니,0.995446563,무겁다
인정,0.995337427,무겁다
중요,0.995311081,무겁다
잘모르,0.995221972,무겁다
같,0.995086789,무겁다
놀라,0.995065033,무겁다
경험,0.994903445,무겁다
재미,0.994796336,무겁다
편이,0.994621396,무겁다
충실,0.99457413,무겁다
엇보,0.994571149,무겁다
퀄리티,0.994518518,무겁다
유용,0.994479358,무겁다
완벽,0.994466722,무겁다
스타일,0.994459152,무겁다
없,0.998287678,어렵다
가도,0.998232067,어렵다
간만,0.998174906,어렵다
사드리,0.998174071,어렵다
매일,0.998018503,어렵다
금방,0.99790442,어렵다
매물,0.997689188,어렵다
바라보,0.997684062,어렵다
이왕,0.997540593,어렵다
한군데,0.997447312,어렵다
손해보,0.997304678,어렵다
슬쩍,0.997269511,어렵다
어떨까,0.997153819,어렵다
정신건강,0.997119665,어렵다
이번주말,0.997110724,어렵다
저가,0.997095466,어렵다
조만,0.996976912,어렵다
g5출시,0.996911883,어렵다
어른,0.996903658,어렵다
잘몰,0.996832371,어렵다
가고,0.99682951,어렵다
사는거,0.996807337,어렵다
산거,0.996804953,어렵다
제,0.996760666,어렵다
폰팔,0.996652126,어렵다
가면,0.996642351,어렵다
세컨폰,0.996623456,어렵다
오랫만,0.996623397,어렵다
